排名,大学名称,大学英文名称,所在城市,专业中文名称,专业英文名称,所属院系,所属院系（英文）,所属院系网址,学位,专业领域,课程长度,申请费（美元),开学期,截止日期,GPA,托福,雅思,GRE,GMAT,学术背景,材料要求,招生网址,专业网址
46,马里兰大学学院公园分校,"University of Maryland, College Park","College Park, MD",调查和数据科学,Survey and Data Science,行为与社会科学学院,College of Behavioral and Social Sciences,https://bsos.umd.edu,PhD,,,$75 ,秋季,1 月 10 日,3,96，口语22、听力24，阅读26，写作24；低于以上分数需要参加课前语言,7.0，口语6.5，其余小分7.0；低于以上分数需要参加课前语言,不需要,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradschool.umd.edu/behavioralsocial-sciences/surv,https://jpsm.umd.edu/landingtopic/onsite-programs
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",土木工程：数据与系统,Data and Systems,工程学院,College of Engineering,https://coe.northeastern.edu,MS,该专业旨在培养学生在数据分析，机器学习和人工智能以及系统分析（例如运筹学，经济学，系统识别）和传感器中使用新兴技术，以解决跨越所有（传统）土木和环境工程（CEE）领域的问题。,,$100 ,秋季,12月1日；6月1日,要求,79,6.5,可选,不接受,申请人必须持有（或正在攻读）密切相关专业的本科工程或技术学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://cee.northeastern.edu/academics/graduate-studies/ms-cive/
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",土木工程：数据与系统,Data and Systems,工程学院,College of Engineering,https://coe.northeastern.edu,MS,该专业旨在培养学生在数据分析，机器学习和人工智能以及系统分析（例如运筹学，经济学，系统识别）和传感器中使用新兴技术，以解决跨越所有（传统）土木和环境工程（CEE）领域的问题。,,$100 ,春季,9月15日,要求,79,6.5,可选,不接受,申请人必须持有（或正在攻读）密切相关专业的本科工程或技术学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://cee.northeastern.edu/academics/graduate-studies/ms-cive/
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",应用定量方法和社会分析,Applied Quantitative Methods and Social Analysis,社会科学与人文学院,College of Social Sciences and Humanities,https://cssh.northeastern.edu,MS,社会科学数据分析;计算社会科学;社会科学中的网络分析;社会科学中的统计方法;和信息伦理,1年,$100 ,秋季,6月15日,3,85,6.5,可选，可能对本科学位以外经验很少或没有经验的申请人有所帮助。,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cssh.northeastern.edu/apply/graduate-admissions/,https://cssh.northeastern.edu/program/ms-science-in-applied-quantitative-methods-and-social-analysis/
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",应用定量方法和社会分析,Applied Quantitative Methods and Social Analysis,社会科学与人文学院,College of Social Sciences and Humanities,https://cssh.northeastern.edu,MS,社会科学数据分析;计算社会科学;社会科学中的网络分析;社会科学中的统计方法;和信息伦理,1年,$100 ,春季,10月1日,3,85,6.5,可选，可能对本科学位以外经验很少或没有经验的申请人有所帮助。,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cssh.northeastern.edu/apply/graduate-admissions/,https://cssh.northeastern.edu/program/ms-science-in-applied-quantitative-methods-and-social-analysis/
53,东北大学 ,Northeastern University ,"Arlington , Virginia",应用定量方法和社会分析,Applied Quantitative Methods and Social Analysis,东北大学（弗吉尼亚州阿灵顿）,College of Social Sciences and Humanities,https://cssh.northeastern.edu,MS,社会科学数据分析;计算社会科学;社会科学中的网络分析;社会科学中的统计方法;和信息伦理,1年,$100 ,秋季,6月15日,3,85,6.5,可选，可能对本科学位以外经验很少或没有经验的申请人有所帮助。,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cssh.northeastern.edu/apply/graduate-admissions/,https://arlington.northeastern.edu/programs/applied-quantitative-methods-and-social-analysis/
53,东北大学 ,Northeastern University ,"Arlington , Virginia",应用定量方法和社会分析,Applied Quantitative Methods and Social Analysis,东北大学（弗吉尼亚州阿灵顿）,College of Social Sciences and Humanities,https://cssh.northeastern.edu,MS,社会科学数据分析;计算社会科学;社会科学中的网络分析;社会科学中的统计方法;和信息伦理,1年,$100 ,春季,10月1日,3,85,6.5,可选，可能对本科学位以外经验很少或没有经验的申请人有所帮助。,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cssh.northeastern.edu/apply/graduate-admissions/,https://arlington.northeastern.edu/programs/applied-quantitative-methods-and-social-analysis/
53,明尼苏达大学双城分校,"University of Minnesota, Twin Cities","Minneapolis, MN",化学工程和材料科学数据科学硕士,M.S. in Data Science for Chemical Engineering and Materials Science,理工学院,College of Science and Engineering,https://cse.umn.edu,MS,将化学工程和材料科学的学科专业知识与数据和计算科学联系起来。课程核心提供统计和数据分析、机器学习和优化的基础知识，以及它们在化学、生物和材料科学与工程问题中的应用。选修课程使学生可以根据自己的特定兴趣和需求，专攻人工智能、高性能计算、系统工程、自动化和机器人技术或数据分析。,,$95 ,秋季,3月 15 日,3.5,"79,写作21，阅读19",6.5，写作阅读6.5,不要求,不接受,化学工程、材料科学与工程或相关领域的学士学位,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cse.umn.edu/cems/master-science-data-science,https://cse.umn.edu/cems/ms-data-science
53,明尼苏达大学双城分校,"University of Minnesota, Twin Cities","Minneapolis, MN",健康信息学：数据科学与信息学方向,health informatics：Data Science & Informatics Track,健康信息学研究所,Institute for Health Informatics,https://healthinformatics.umn.edu,PHD,,,$95 ,秋季,2月15日,3.5,"79,写作21，阅读19",6.5，写作阅读6.5,要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://healthinformatics.umn.edu/graduate-program/phd-graduate-program/data-science-informatics-track,https://healthinformatics.umn.edu/graduate-program/health-informatics-phd-graduate-program
60,宾州州立大学公园分校,"Pennsylvania State University, University Park","University Park, PA",社会数据分析,Social Data Analytics,人文科学学院,College of the Liberal Arts,https://la.psu.edu/,PHD,,,$85 ,秋季,,,,,,,双学位项目，通过申请人类发展与家庭研究，信息学，政治学和社会学的双学位课程，修读社会数据分析的博士课程,,,https://soda.la.psu.edu/programs/graduate-program/
60,伦斯勒理工学院,Rensselaer Polytechnic Institute,"Troy, NY",生物医学数据科学,Biomedical Data Science,工程学院,School of Engineering,https://engineering.rpi.edu,MENG,,,$75 ,秋季,3月 1日,要求,88,6.5,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://bme.rpi.edu/graduate
60,伦斯勒理工学院,Rensselaer Polytechnic Institute,"Troy, NY",生物医学数据科学,Biomedical Data Science,工程学院,School of Engineering,https://engineering.rpi.edu,MENG,,,$75 ,春季,8月15日,要求,88,6.5,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://bme.rpi.edu/graduate
67,马萨诸塞大学阿默斯特分校,"University of Massachusetts, Amherst","Amherst, MA",数据分析和计算社会科学,Economics,社会与行为科学学院,College of Social & Behavioral Sciences,https://www.umass.edu/social-sciences,MS,获得用于政治分析、营销分析、财务分析、产品或项目管理、人口统计分析、社交媒体分析、战略沟通、声誉管理和许多其他领域的技能。 ,,$85 ,秋季,2月15日；4月15日,要求,80,6.5,可选,不接受,不需要以前的数据科学、统计学或计算机编程背景。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.umass.edu/social-sciences/academics/dacss/dacss-admissions,https://www.umass.edu/social-sciences/academics/ms-dacss
67,马萨诸塞大学阿默斯特分校,"University of Massachusetts, Amherst","Amherst, MA",数据分析和计算社会科学,Economics,社会与行为科学学院,College of Social & Behavioral Sciences,https://www.umass.edu/social-sciences/,MS,获得用于政治分析、营销分析、财务分析、产品或项目管理、人口统计分析、社交媒体分析、战略沟通、声誉管理和许多其他领域的技能。 ,,$85 ,夏季,2月15日；4月15日,要求,80,6.5,可选,不接受,不需要以前的数据科学、统计学或计算机编程背景。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.umass.edu/social-sciences/academics/dacss/dacss-admissions,https://www.umass.edu/social-sciences/academics/ms-dacss
67,迈阿密大学,University of Miami,"Coral Gables, FL",数据科学：智慧城市（建筑学院）, Master of Science in Data Science：Smart Cities (School of Architecture),文理学院,School of Architecture,https://architecture.miami.edu/,MS,智慧城市的重点是希望从事城市规划和设计，信息和通信技术，物联网和可持续建筑环境职业的学生。该集中的大多数课程都是在建筑学院内进行的。,1年,$85 ,秋季,2月1日；5月15日,3,80,6.5,不要求,不接受,适用于STEM和非STEM本科学位的学生。没有技术背景的学生将被要求参加暑期先修课程以为该课程做准备。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html
67,迈阿密大学,University of Miami,"Coral Gables, FL",数据科学：数据可视化（传播学院）, Master of Science in Data Science：Data Visualization (School of Communication),文理学院,School of Communication,https://com.miami.edu/,MS,数据可视化的重点是希望从事情报分析，视觉新闻，信息图表设计，互动媒体和地理空间技术职业的学生。该集中的大多数课程都是在传播学院和艺术与科学学院的地理与区域研究系内进行的。,1年,$85 ,秋季,2月1日；5月15日,3,80,6.5,不要求,不接受,适用于STEM和非STEM本科学位的学生。没有技术背景的学生将被要求参加暑期先修课程以为该课程做准备。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html
67,迈阿密大学,University of Miami,"Coral Gables, FL",数据科学：海洋与大气科学（海洋与大气科学学院）, Master of Science in Data Science：Marine & Atmospheric Science (Rosenstiel School of Marine & Atmospheric Sciences),文理学院,,,MS,海洋和大气科学的重点是希望从事气候学和气象学，海洋科学，水文学和应用遥感职业的学生。该浓度的大多数课程都是在罗森斯蒂尔海洋，大气和地球科学学院内进行的。,1年,$85 ,秋季,2月1日；5月15日,3,80,6.5,不要求,不接受,适用于STEM和非STEM本科学位的学生。没有技术背景的学生将被要求参加暑期先修课程以为该课程做准备。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html
67,迈阿密大学,University of Miami,"Coral Gables, FL",数据科学：教育测量与统计（教育与人类发展学院）, Master of Science in Data Science：Educational Measurement & Statistics (School of Education & Human Development),文理学院,School of Education and Human Development,https://education.miami.edu/,MS,教育测量和统计学的重点是希望从事独立研究，测试设计和开发以及大量定量数据的分析和解释的学生。该集中的大多数课程都是在艺术与科学学院的计算机科学与数学系以及教育与人类发展学院内进行的。,1年,$85 ,秋季,2月1日；5月15日,3,80,6.5,不要求,不接受,适用于STEM和非STEM本科学位的学生。没有技术背景的学生将被要求参加暑期先修课程以为该课程做准备。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html
67,迈阿密大学,University of Miami,"Coral Gables, FL",数据科学：市场营销（商学院）, Master of Science in Data Science：Marketing (Miami Herbert Business School),文理学院,Miami Herbert Business School,https://herbert.miami.edu,MS,市场营销专业面向希望在战略品牌、预测分析、市场研究和消费者行为方面从事职业的学生。该集中的大多数课程都是在艺术与科学学院的计算机科学系和迈阿密赫伯特商学院内进行的。,1年,$85 ,秋季,2月1日；5月15日,3,80,6.5,不要求,不接受,适用于STEM和非STEM本科学位的学生。没有技术背景的学生将被要求参加暑期先修课程以为该课程做准备。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html
67,维拉诺瓦大学,Villanova University,"Villanova, PA",会计与数据分析,Master of Accounting with Data Analytics,商学院,Villanova School of Business,https://www.business.villanova.edu,MACDA,,,$65 ,秋季,11月30日；1月31日；3月31日；6月30日,要求,90,不接受,不接受,可选,,ESSAY；transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mac/admissions.html,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mac.html
67,维拉诺瓦大学,Villanova University,"Villanova, PA",会计与数据分析,Master of Accounting with Data Analytics,商学院,Villanova School of Business,https://www1.villanova.edu/university/business/,MACDA,,,$65 ,春季,11月30日,要求,90,不接受,不接受,可选,,ESSAY；transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mac/admissions.html,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mac.html
67,维拉诺瓦大学,Villanova University,"Villanova, PA",工商税务硕士与数据分析,MASTER OF BUSINESS TAXATION WITH DATA ANALYTICS,商学院,Villanova School of Business,https://www1.villanova.edu/university/business/,MBT,,,$65 ,秋季,11月30日；1月31日；3月31日；6月30日,要求,90,不接受,不接受,可选,,ESSAY；transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mbt/admissions.html,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mbt.html
67,维拉诺瓦大学,Villanova University,"Villanova, PA",工商税务硕士与数据分析,MASTER OF BUSINESS TAXATION WITH DATA ANALYTICS,商学院,Villanova School of Business,https://www1.villanova.edu/university/business/,MBT,,,$65 ,春季,11月30日,要求,90,不接受,不接受,可选,,ESSAY；transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mbt/admissions.html,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mbt.html
73,杜兰大学,Tulane University,"New Orleans, LA",政治经济学与数据分析,Political Economy with Data Analytics,文学院,School of Liberal Arts,https://liberalarts.tulane.edu,MA,,2年,$50 ,秋季,4月1日,要求,接受,接受,要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://liberalarts.tulane.edu/academics/graduate-studies/prospective-students,https://catalog.tulane.edu/liberal-arts/interdisciplinary-programs-coordinate-majors/political-economy/data-analytics-ma/#overviewtext
76,纽约州立大学水牛城分校,"University at Buffalo, SUNY","Buffalo, NY",社会科学数据分析硕士,Data Analysis in the Social Sciences MS,文理学院,College of Arts and Sciences,https://arts-sciences.buffalo.edu,MS,通过让学生接触社会科学不同领域的研究方法和趋势，这为学生提供了一种真正的跨学科数据分析方法。通过将广泛接触数据分析与您选择的学科的扩展工作相结合，您将作为全面的专业机会或额外学术研究的候选人毕业。,2年,$75 ,秋季,5月 1 日,3,79,6.5,不要求,不要求,社会科学学科的文学士/理学士,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences/ms-dass.html,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences.html
76,纽约州立大学水牛城分校,"University at Buffalo, SUNY","Buffalo, NY",社会科学数据分析硕士,Data Analysis in the Social Sciences MS,文理学院,College of Arts and Sciences,https://arts-sciences.buffalo.edu,MS,通过让学生接触社会科学不同领域的研究方法和趋势，这为学生提供了一种真正的跨学科数据分析方法。通过将广泛接触数据分析与您选择的学科的扩展工作相结合，您将作为全面的专业机会或额外学术研究的候选人毕业。,2年,$75 ,春季,11月 1 日,3,79,6.5,不要求,不要求,社会科学学科的文学士/理学士,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences/ms-dass.html,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences.html
76,纽约州立大学水牛城分校,"University at Buffalo, SUNY","Buffalo, NY",材料设计与创新MS,Materials Design and Innovation MS,工程与应用科学学院,School of Engineering and Applied Sciences,https://engineering.buffalo.edu,MS,旨在教育个人，使他们拥有材料科学和数据科学方面的学科知识和专业知识。学生接受培训，使其具备跨学科视角以及必要的技能和工具，以便能够理解和应用用于建模、模拟和信息学的计算工具，以及实验驱动的科学，从而使他们有能力做出贡献并努力加快材料发现和工程设计。,,$85 ,秋季,2月15日,3,79,6.5,可选，但推荐,不要求,欢迎来自所有科学和工程领域的具有学术资格的学生申请。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html
76,纽约州立大学水牛城分校,"University at Buffalo, SUNY","Buffalo, NY",材料设计与创新博士,Materials Design and Innovation PhD,工程与应用科学学院,School of Engineering and Applied Sciences,https://engineering.buffalo.edu,PhD,课程由材料科学学科的传统和经典核心基础组成，但从统计学、数据库解释和数据挖掘方法的角度教授。除了这些核心基础之外，还提供了新的独特的材料科学课程，包括材料信息学、高级计算方法和机器学习、材料工程机器人技术和集成的“原子到设备”实验开发实验室。博士生还将与 UB 的计算数据支持的科学与工程研究生课程互动，提供计算数据科学各个方面的强化培训，这对实验和计算材料科学家都具有价值。,,$85 ,秋季,2月15日,3,79,6.5,可选，但推荐,不要求,欢迎来自所有科学和工程领域的具有学术资格的学生申请。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html
76,特拉华大学,University of Delaware,"Newark, DE",生物信息学数据科学硕士,Master of Science in Bioinformatics Data Science ,农业与自然资源学院,Center for Bioinformatics & Computational Biology,https://bioinformatics.udel.edu/,MS ,硕士学位为学生进行高级研究做准备。计算科学专业允许具有强大定量科学背景的学生在开发用于生物系统研究的计算方法和生物信息学工具和数据库方面获得知识和研究经验。BICB-MS毕业生将拥有扎实的知识和研究经验，可以继续攻读博士学位或其他专业学位，如医学博士、MBA或法律，或在学术界、工业界或政府机构从事研究工作。,,$75 ,秋季,4月1日,3,79，口语18,6.5，小分不低于6.0,不要求,不接受,该计划的申请人必须持有经过认证的四年制学院或大学的生物，计算或其他学科的学士学位。申请人应具备数学、计算机科学和/或生物学方面的能力。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose；Letters of recommendation,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/bicb-ms/
76,特拉华大学,University of Delaware,"Newark, DE",生物信息学数据科学硕士,Master of Science in Bioinformatics Data Science ,农业与自然资源学院,Center for Bioinformatics and Computational Biology,https://bioinformatics.udel.edu,MS ,硕士学位为学生进行高级研究做准备。计算科学专业允许具有强大定量科学背景的学生在开发用于生物系统研究的计算方法和生物信息学工具和数据库方面获得知识和研究经验。BICB-MS毕业生将拥有扎实的知识和研究经验，可以继续攻读博士学位或其他专业学位，如医学博士、MBA或法律，或在学术界、工业界或政府机构从事研究工作。,,$75 ,春季,10月1日,3,79，口语18,6.5，小分不低于6.0,不要求,不接受,该计划的申请人必须持有经过认证的四年制学院或大学的生物，计算或其他学科的学士学位。申请人应具备数学、计算机科学和/或生物学方面的能力。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose；Letters of recommendation,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/bicb-ms/
76,特拉华大学,University of Delaware,"Newark, DE",生物信息学数据科学,Bioinformatics Data Science,农业与自然资源学院,Center for Bioinformatics and Computational Biology,https://bioinformatics.udel.edu,PhD,生物信息学数据科学博士将培养下一代研究人员和专业人士，他们将在多学科和跨学科团队中发挥关键作用，连接生命科学和计算科学。学生将通过他们的课程和研究接受实验、计算和数学学科的培训。完成该学位的学生将能够生成和分析用于生物医学研究的实验数据，以及开发驱动生物系统行为的分子成分的物理或计算模型。,,$75 ,秋季,2月15日,3,100，口语18,7.5，小分不低于6.0,不要求,不接受,申请人应具备数学、计算机科学和/或生物学方面的能力。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose；Letters of recommendation,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/binf-phd/
76,特拉华大学,University of Delaware,"Newark, DE",生物信息学数据科学,Bioinformatics Data Science,农业与自然资源学院,Graduate College,https://grad.udel.edu,PhD,生物信息学数据科学博士将培养下一代研究人员和专业人士，他们将在多学科和跨学科团队中发挥关键作用，连接生命科学和计算科学。学生将通过他们的课程和研究接受实验、计算和数学学科的培训。完成该学位的学生将能够生成和分析用于生物医学研究的实验数据，以及开发驱动生物系统行为的分子成分的物理或计算模型。,,$75 ,春季,7月15日,3,100，口语18,7.5，小分不低于6.0,不要求,不接受,申请人应具备数学、计算机科学和/或生物学方面的能力。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose；Letters of recommendation,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/binf-phd/
86,克莱蒙森大学,Clemson University,"Clemson, SC",生物医学数据科学和信息学,Biomedical Data Science and Informatics,工程，计算机和应用科学学院,School of Computing,https://computing.clemson.edu/,PhD,毕业生将具备在生物学、医学或公共卫生领域从事信息学职业的必要技能，重点是从大数据源开发规范性分析。,5年,$0 ,秋季,1月15日,3,80,6.5,不要求,不接受,专为具有本科或研究生计算机科学、数学、工程或生物医学科学背景的全日制学生而设计,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.clemson.edu/degrees/biomedical-data-science-informatics/grad,https://computing.clemson.edu/bdsi/
86,克莱蒙森大学,Clemson University,"Clemson, SC",生物医学数据科学和信息学,Biomedical Data Science and Informatics,工程，计算机和应用科学学院,School of Computing,https://computing.clemson.edu/,MS,毕业生将具备在生物学、医学或公共卫生领域从事信息学职业的必要技能，重点是从大数据源开发规范性分析。,2年,$0 ,秋季,4月15日,3,80,6.5,不要求,不接受,具有本科计算机科学、数学、工程或生物医学科学背景,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.clemson.edu/degrees/biomedical-data-science-informatics/grad,https://computing.clemson.edu/bdsi/
86,马凯特大学,Marquette University,"Milwaukee, WI",刑事司法数据分析 ,Criminal Justice Data Analytics ,文理学院,Graduate School,https://www.marquette.edu/grad/,MS,该计划提供了一个独特的视角，其重点是管理和分析大型数据集的道德考虑，以在刑事司法领域做出以证据为导向的决策。,2年,$50 ,秋季,2月15日；6月1日,3,80，小分不低于20,6.5，小分不低于6.5,不要求,不接受,容纳来自各种学科的学生，包括刑事司法、社会科学相关专业、数据科学或其他相关教育经验。强烈建议未来的学生在课程开始前参加计算机编程入门课程（例如 COSC 1010 Marquette 软件开发入门课程），并在本科统计学课程中获得 B 或以上的成绩。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php
86,马凯特大学,Marquette University,"Milwaukee, WI",刑事司法数据分析 ,Criminal Justice Data Analytics ,文理学院,Graduate School,https://www.marquette.edu/grad/,MS,该计划提供了一个独特的视角，其重点是管理和分析大型数据集的道德考虑，以在刑事司法领域做出以证据为导向的决策。,2年,$50 ,春季,10月1日,3,80，小分不低于20,6.5，小分不低于6.5,不要求,不接受,容纳来自各种学科的学生，包括刑事司法、社会科学相关专业、数据科学或其他相关教育经验。强烈建议未来的学生在课程开始前参加计算机编程入门课程（例如 COSC 1010 Marquette 软件开发入门课程），并在本科统计学课程中获得 B 或以上的成绩。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php
89,天普大学,Temple University,"Philadelphia, PA",生物信息学和生物数据科学PSM,Bioinformatics and Biological Data Science PSM,科学技术学院,College of Science and Technology,https://cst.temple.edu,PSM,通过结合生物学、化学、计算机科学、物理学和统计学的专业学位，对下一代遗传和生物技术进行编程。跨学科课程培养学生在各种软件工具方面的专业知识，帮助他们识别、解释和分析生物数据。,,US$60 ,秋季,3月1日,3.0/4.0,90,6.5,可选,不要求,,Transcripts；Statement of Goals；Letters of Recommendation；Résumé,https://www.temple.edu/academics/degree-programs/bioinformatics-psm-st-binf-psm/how-to-apply,https://www.temple.edu/academics/degree-programs/bioinformatics-psm-st-binf-psm
98,俄勒冈大学,University of Oregon,"Eugene, OR",教育政策和领导,Education Policy and Leadership,教育学院,College of Education,https://education.uoregon.edu,MS,该计划结合了美国教育政策、循证决策、组织领导和政策制定过程方面的方法培训、理论基础和实践专业知识。如果需要，EPoL 学生可以添加可选的数据科学专业。,1年,$90 ,夏季,1月12日;4月15日,要求,88,7,可选,不要求,具有本科学位、有改善教育政策和/或领导能力、对定量方法感兴趣（但不一定有经验）的申请人。我们对在教育、非营利、政策或政府机构有工作经验的申请人感到特别兴奋。,Official Transcripts；Financial Verification for International Applicants；CV；Letters of Recommendation；Statement of Purpose；Writing Sample,https://education.uoregon.edu/epol/apply,https://education.uoregon.edu/epol/graduate/ms
98,伊利诺伊理工学院,Illinois Institute of Technology,"Chicago, IL",生物医学建模与数据科学理学,Master of Science in Biomedical Modeling and Data Science,工程学院,Armour College of Engineering,https://www.iit.edu/academics/colleges/armour-college-engineering,M.S.,该计划将提供与计算生物医学工程专业就业相关的培训。特别强调数学建模、机器学习、生物统计学和生物信息学的原理。该计划将使学生能够识别与数学建模相关的问题，对生物医学数据进行统计分析，为生物医学应用实施机器学习方法，并解决生物信息学中的生物医学工程问题。,,$100 ,秋季、春季,秋季：1月31日（鼓励在此优先截止日期前递交申请）；6月15日。春季：10月1日（鼓励在此优先截止日期前递交申请）；11月15日,3.0/4.0,80，小分不低于20,6.5，小分不低于6.0,304 （159Q）+2.5,不接受,均分3.0以上可以申请豁免GRE要求,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/master-science-biomedical-modeling-and-data-science
115,亚利桑那大学,University of Arizona,"Tucson, AZ",农业与资源经济（MS）-应用计量经济学和数据分析,Agricultural & Resource Econ (MS) - Applied Econometrics and Data Analytics,农业与生命科学学院,,,MS,提供了广泛的应用农业经济学主题，包括生产和发展经济学，统计方法，应用计量经济学分析以及水，食品和环境政策的经济分析。,18个月,95,秋季,2月1日；5月15日,3,80,7，小分不低于6,要求,不接受,,transcripts ；degree certificates；Letters of Recommendation；Statement of Purpose；CV or Resume ,https://grad.arizona.edu/catalog/programinfo/ARECMSAEDA,https://economics.arizona.edu/graduate/ms-applied-econometrics-data-analytics
