大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,所属院系网址,招生网址,专业网址,valid_response_count,consistency_type,consistency_detail,response_1,response_1_valid,response_2,response_2_valid,response_3,response_3_valid
Northeastern University（Boston）,MS,Data and Systems,工程学院,College of Engineering,https://coe.northeastern.edu/,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://cee.northeastern.edu/academics/graduate-studies/ms-cive/,3,all_valid_different,"All valid responses are different, randomly selected","College of Engineering, https://coe.northeastern.edu/",True,"College of Engineering, https://coe.northeastern.edu",True,"Northeastern University College of Engineering, https://coe.northeastern.edu",True
Northeastern University（Boston）,MS,Applied Quantitative Methods and Social Analysis,社会科学与人文学院,College of Social Sciences and Humanities,https://cssh.northeastern.edu,https://cssh.northeastern.edu/apply/graduate-admissions/,https://cssh.northeastern.edu/program/ms-science-in-applied-quantitative-methods-and-social-analysis/,3,majority_valid_same,2 valid responses are identical,"College of Social Sciences and Humanities, https://cssh.northeastern.edu/",True,"College of Social Sciences and Humanities, https://cssh.northeastern.edu",True,"College of Social Sciences and Humanities, https://cssh.northeastern.edu",True
Northeastern University（Boston）,MS,Applied Quantitative Methods and Social Analysis,社会科学与人文学院,College of Social Sciences and Humanities,https://cssh.northeastern.edu,https://cssh.northeastern.edu/apply/graduate-admissions/,https://cssh.northeastern.edu/program/ms-science-in-applied-quantitative-methods-and-social-analysis/,2,all_valid_same,All 2 valid responses are identical,"College of Social Sciences and Humanities, https://cssh.northeastern.edu",True,"The browsed pages confirm that the ""MS Applied Quantitative Methods and Social Analysis"" program is housed within the ""College of Social Sciences and Humanities"" (CSSH). Both URLs are under the `cssh.northeastern.edu` domain. Therefore, the most authoritative homepage URL for this school is `https://cssh.northeastern.edu`.

College of Social Sciences and Humanities, https://cssh.northeastern.edu
College of Social Sciences and Humanities, https://cssh.northeastern.edu",False,"College of Social Sciences and Humanities, https://cssh.northeastern.edu",True
Northeastern University ,MS,Applied Quantitative Methods and Social Analysis,东北大学（弗吉尼亚州阿灵顿）,College of Social Sciences and Humanities,https://cssh.northeastern.edu,https://cssh.northeastern.edu/apply/graduate-admissions/,https://arlington.northeastern.edu/programs/applied-quantitative-methods-and-social-analysis/,3,all_valid_same,All 3 valid responses are identical,"College of Social Sciences and Humanities, https://cssh.northeastern.edu",True,"College of Social Sciences and Humanities, https://cssh.northeastern.edu",True,"College of Social Sciences and Humanities, https://cssh.northeastern.edu",True
Northeastern University ,MS,Applied Quantitative Methods and Social Analysis,东北大学（弗吉尼亚州阿灵顿）,College of Social Sciences and Humanities,https://cssh.northeastern.edu,https://cssh.northeastern.edu/apply/graduate-admissions/,https://arlington.northeastern.edu/programs/applied-quantitative-methods-and-social-analysis/,2,all_valid_same,All 2 valid responses are identical,"College of Social Sciences and Humanities, https://cssh.northeastern.edu",True,"College of Social Sciences and Humanities, https://cssh.northeastern.edu",True,"The first URL, `https://cssh.northeastern.edu/apply/graduate-admissions/`, clearly states ""Northeastern University College of Social Sciences and Humanities"" at the top and throughout the page, including in the contact section: ""College of Social Sciences and Humanities"". It also mentions ""Applied Quantitative Methods & Social Analysis"" under English Proficiency requirements.

The second URL, `https://arlington.northeastern.edu/programs/applied-quantitative-methods-and-social-analysis/`, directly states ""College of Social Sciences & Humanities"" in the ""Academic Programs"" section for the ""Applied Quantitative Methods and Social Analysis"" program.

Both pages confirm that the program is housed within the ""College of Social Sciences and Humanities"". The homepage URL for this college is clearly `https://cssh.northeastern.edu`.

College of Social Sciences and Humanities, https://cssh.northeastern.edu
",False
"University of Minnesota, Twin Cities",MS,M.S. in Data Science for Chemical Engineering and Materials Science,理工学院,College of Science and Engineering,https://cse.umn.edu,https://cse.umn.edu/cems/master-science-data-science,https://cse.umn.edu/cems/ms-data-science,3,all_valid_same,All 3 valid responses are identical,"College of Science and Engineering, https://cse.umn.edu",True,"College of Science and Engineering, https://cse.umn.edu",True,"College of Science and Engineering, https://cse.umn.edu",True
"University of Minnesota, Twin Cities",PHD,health informatics：Data Science & Informatics Track,健康信息学研究所,Institute for Health Informatics,https://healthinformatics.umn.edu,https://healthinformatics.umn.edu/graduate-program/phd-graduate-program/data-science-informatics-track,https://healthinformatics.umn.edu/graduate-program/health-informatics-phd-graduate-program,3,all_valid_same,All 3 valid responses are identical,"Institute for Health Informatics, https://healthinformatics.umn.edu",True,"Institute for Health Informatics, https://healthinformatics.umn.edu",True,"Institute for Health Informatics, https://healthinformatics.umn.edu",True
"Pennsylvania State University, University Park",PHD,Social Data Analytics,人文科学学院,College of the Liberal Arts,https://la.psu.edu/,,https://soda.la.psu.edu/programs/graduate-program/,3,majority_valid_same,2 valid responses are identical,"College of the Liberal Arts, https://liberalarts.psu.edu/",True,"College of the Liberal Arts, https://la.psu.edu/",True,"College of the Liberal Arts, https://la.psu.edu/",True
Rensselaer Polytechnic Institute,MENG,Biomedical Data Science,工程学院,School of Engineering,https://engineering.rpi.edu,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://bme.rpi.edu/graduate,3,majority_valid_same,2 valid responses are identical,"School of Engineering, https://engineering.rpi.edu",True,"School of Engineering, https://www.eng.rpi.edu",True,"School of Engineering, https://engineering.rpi.edu",True
Rensselaer Polytechnic Institute,MENG,Biomedical Data Science,工程学院,School of Engineering,https://engineering.rpi.edu,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://bme.rpi.edu/graduate,3,majority_valid_same,2 valid responses are identical,"School of Engineering, http://www.eng.rpi.edu",True,"School of Engineering, https://engineering.rpi.edu",True,"School of Engineering, https://engineering.rpi.edu",True
"University of Massachusetts, Amherst",MS,Economics,社会与行为科学学院,College of Social & Behavioral Sciences,https://www.umass.edu/social-sciences,https://www.umass.edu/social-sciences/academics/dacss/dacss-admissions,https://www.umass.edu/social-sciences/academics/ms-dacss,3,majority_valid_same,2 valid responses are identical,"College of Social & Behavioral Sciences, https://www.umass.edu/social-sciences",True,"College of Social & Behavioral Sciences, https://www.umass.edu/social-sciences",True,"College of Social & Behavioral Sciences, https://www.umass.edu/social-sciences/",True
"University of Massachusetts, Amherst",MS,Economics,社会与行为科学学院,College of Social & Behavioral Sciences,https://www.umass.edu/social-sciences/,https://www.umass.edu/social-sciences/academics/dacss/dacss-admissions,https://www.umass.edu/social-sciences/academics/ms-dacss,3,majority_valid_same,2 valid responses are identical,"College of Social & Behavioral Sciences, https://www.umass.edu/social-sciences/",True,"College of Social & Behavioral Sciences, https://www.umass.edu/social-sciences",True,"College of Social & Behavioral Sciences, https://www.umass.edu/social-sciences/",True
University of Miami,MS, Master of Science in Data Science：Smart Cities (School of Architecture),文理学院,School of Architecture,https://architecture.miami.edu/,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,2,all_valid_same,All 2 valid responses are identical,"School of Architecture, https://architecture.miami.edu/",True,,False,"School of Architecture, https://architecture.miami.edu/",True
University of Miami,MS, Master of Science in Data Science：Data Visualization (School of Communication),文理学院,School of Communication,https://com.miami.edu/,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,2,all_valid_different,"All valid responses are different, randomly selected","School of Communication, https://com.miami.edu/",True,,False,"School of Communication, https://com.miami.edu",True
University of Miami,MS, Master of Science in Data Science：Marine & Atmospheric Science (Rosenstiel School of Marine & Atmospheric Sciences),文理学院,,,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,0,no_valid_response,No valid responses found,"The browsed pages provide a clear answer. The ""Academic Tracks"" page states under ""Marine and Atmospheric Science"" track that ""Most courses in this concentration are taken within the Rosenstiel School of Marine, Atmospheric, and Earth Sciences.""

The ""International Students"" page also lists ""Rosenstiel School of Marine, Atmospheric, and Earth Science"" under the ""Schools"" menu, which leads to the URL https://welcome.rsmas.miami.edu/. This appears to be the official homepage.

Therefore, the school is the Rosenstiel School of Marine, Atmospheric, and Earth Sciences, and its homepage is https://welcome.rsmas.miami.edu/.

Rosenstiel School of Marine, Atmospheric, and Earth Sciences, https://welcome.rsmas.miami.edu/
",False,,False,"The browsed pages confirm that the ""Rosenstiel School of Marine, Atmospheric, and Earth Science"" is the relevant school. Both pages list ""Rosenstiel School of Marine, Atmospheric, and Earth Science"" under ""Schools"" in the header/navigation.

Now I need to find the homepage URL for the Rosenstiel School. The current URLs are for the Master of Science in Data Science program, which is housed within that school. I'll search for ""Rosenstiel School of Marine, Atmospheric, and Earth Science"" on the University of Miami site, or directly search for its homepage.

Since the program explicitly mentions ""Rosenstiel School of Marine & Atmospheric Sciences"", I will prioritize finding the homepage for that school. The full name appears to be ""Rosenstiel School of Marine, Atmospheric, and Earth Science"" based on the browse results.

Let's try a concise search for ""Rosenstiel School of Marine, Atmospheric, and Earth Science site:.edu"" to find its homepage.",False
University of Miami,MS, Master of Science in Data Science：Educational Measurement & Statistics (School of Education & Human Development),文理学院,School of Education and Human Development,https://education.miami.edu/,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,2,all_valid_same,All 2 valid responses are identical,,False,"School of Education and Human Development, https://education.miami.edu/",True,"School of Education and Human Development, https://education.miami.edu/",True
University of Miami,MS, Master of Science in Data Science：Marketing (Miami Herbert Business School),文理学院,Miami Herbert Business School,https://www.bus.miami.edu/,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,2,all_valid_different,"All valid responses are different, randomly selected",,False,"Miami Herbert Business School, https://herbert.miami.edu",True,"Miami Herbert Business School, https://www.bus.miami.edu/",True
Villanova University,MACDA,Master of Accounting with Data Analytics,商学院,Villanova School of Business,https://www1.villanova.edu/university/business.html,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mac/admissions.html,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mac.html,3,all_valid_different,"All valid responses are different, randomly selected","Villanova School of Business, https://www1.villanova.edu/university/business.html",True,"Villanova School of Business, https://www.business.villanova.edu",True,"Villanova School of Business, https://www.villanova.edu/business",True
Villanova University,MACDA,Master of Accounting with Data Analytics,商学院,Villanova School of Business,https://www1.villanova.edu/university/business/,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mac/admissions.html,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mac.html,2,all_valid_same,All 2 valid responses are identical,"Villanova School of Business, https://www1.villanova.edu/university/business/",True,,False,"Villanova School of Business, https://www1.villanova.edu/university/business/",True
Villanova University,MBT,MASTER OF BUSINESS TAXATION WITH DATA ANALYTICS,商学院,Villanova School of Business,https://www1.villanova.edu/university/business/,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mbt/admissions.html,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mbt.html,3,majority_valid_same,2 valid responses are identical,"Villanova School of Business, https://www1.villanova.edu/university/business/",True,"Villanova School of Business, https://www1.villanova.edu/university/business/",True,"Villanova School of Business, https://www1.villanova.edu/university/business.html",True
Villanova University,MBT,MASTER OF BUSINESS TAXATION WITH DATA ANALYTICS,商学院,Villanova School of Business,https://www1.villanova.edu/university/business/,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mbt/admissions.html,https://www1.villanova.edu/university/business/academics/graduate-programs/accounting/mbt.html,3,majority_valid_same,2 valid responses are identical,"Villanova School of Business, https://www1.villanova.edu/university/business.html",True,"Villanova School of Business, https://www1.villanova.edu/university/business/",True,"Villanova School of Business, https://www1.villanova.edu/university/business/",True
Tulane University,MA,Political Economy with Data Analytics,文学院,School of Liberal Arts,https://liberalarts.tulane.edu,https://liberalarts.tulane.edu/academics/graduate-studies/prospective-students,https://catalog.tulane.edu/liberal-arts/interdisciplinary-programs-coordinate-majors/political-economy/data-analytics-ma/#overviewtext,3,all_valid_same,All 3 valid responses are identical,"School of Liberal Arts, https://liberalarts.tulane.edu",True,"School of Liberal Arts, https://liberalarts.tulane.edu",True,"School of Liberal Arts, https://liberalarts.tulane.edu",True
"University at Buffalo, SUNY",MS,Data Analysis in the Social Sciences MS,文理学院,College of Arts and Sciences,https://arts-sciences.buffalo.edu,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences/ms-dass.html,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences.html,2,all_valid_same,All 2 valid responses are identical,"College of Arts and Sciences, https://arts-sciences.buffalo.edu",True,"The browsed page confirms that `https://arts-sciences.buffalo.edu/` is indeed the homepage for the ""College of Arts and Sciences - University at Buffalo"". The content on the page, including ""College of Arts and Sciences - University at Buffalo"" in the title and ""Social Sciences"" listed under ""Departments and Programs"" with ""Data Analytics for Social Sciences"" as a sub-link, further confirms this. The program is specifically listed under ""Social Sciences"" as ""Data Analytics for Social Sciences"" with an ""MS in Data Analytics in Social Sciences"" link.

Therefore, the school is the ""College of Arts and Sciences"" and its homepage is `https://arts-sciences.buffalo.edu`.College of Arts and Sciences, https://arts-sciences.buffalo.edu",False,"College of Arts and Sciences, https://arts-sciences.buffalo.edu",True
"University at Buffalo, SUNY",MS,Data Analysis in the Social Sciences MS,文理学院,College of Arts and Sciences,https://arts-sciences.buffalo.edu,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences/ms-dass.html,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/data-analytics-social-sciences.html,2,all_valid_same,All 2 valid responses are identical,"The browse results clearly indicate that the ""MS Data Analysis in the Social Sciences"" program is housed within the ""College of Arts and Sciences"" at the University at Buffalo. The URLs also consistently show `https://arts-sciences.buffalo.edu` as the base domain for this college. This will be the official homepage URL.

College of Arts and Sciences, https://arts-sciences.buffalo.edu",False,"College of Arts and Sciences, https://arts-sciences.buffalo.edu",True,"College of Arts and Sciences, https://arts-sciences.buffalo.edu",True
"University at Buffalo, SUNY",MS,Materials Design and Innovation MS,工程与应用科学学院,School of Engineering and Applied Sciences,https://engineering.buffalo.edu,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,3,all_valid_same,All 3 valid responses are identical,"School of Engineering and Applied Sciences, https://engineering.buffalo.edu",True,"School of Engineering and Applied Sciences, https://engineering.buffalo.edu",True,"School of Engineering and Applied Sciences, https://engineering.buffalo.edu",True
"University at Buffalo, SUNY",PhD,Materials Design and Innovation PhD,工程与应用科学学院,School of Engineering and Applied Sciences,https://engineering.buffalo.edu,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,2,all_valid_different,"All valid responses are different, randomly selected","School of Engineering and Applied Sciences, https://engineering.buffalo.edu
",True,"The browsed page clearly states: ""School of Engineering and Applied Sciences || College of Arts and Sciences"" and the URL is within the engineering.buffalo.edu domain. The department is ""Department of Materials Design and Innovation"".

Given the program is PhD Materials Design and Innovation, and the page is on `engineering.buffalo.edu` and states ""School of Engineering and Applied Sciences || College of Arts and Sciences"", the primary school is likely the School of Engineering and Applied Sciences. I will use the main engineering homepage.

The homepage for the ""School of Engineering and Applied Sciences"" would be `https://engineering.buffalo.edu`.",False,"School of Engineering and Applied Sciences, https://engineering.buffalo.edu",True
University of Delaware,MS ,Master of Science in Bioinformatics Data Science ,农业与自然资源学院,Center for Bioinformatics and Computational Biology,https://bioinformatics.udel.edu/,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/bicb-ms/,3,all_valid_different,"All valid responses are different, randomly selected","Center for Bioinformatics & Computational Biology, https://bioinformatics.udel.edu",True,"Center for Bioinformatics and Computational Biology, https://bioinformatics.udel.edu/",True,"Center for Bioinformatics & Computational Biology, https://bioinformatics.udel.edu/",True
University of Delaware,MS ,Master of Science in Bioinformatics Data Science ,农业与自然资源学院,College of Engineering,https://www.engr.udel.edu,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/bicb-ms/,3,all_valid_different,"All valid responses are different, randomly selected","College of Engineering, https://www.engr.udel.edu",True,"Center for Bioinformatics and Computational Biology, https://bioinformatics.udel.edu/",True,"Center for Bioinformatics and Computational Biology, https://bioinformatics.udel.edu",True
University of Delaware,PhD,Bioinformatics Data Science,农业与自然资源学院,Center for Bioinformatics and Computational Biology,https://bioinformatics.udel.edu,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/binf-phd/,3,majority_valid_same,2 valid responses are identical,"Center for Bioinformatics and Computational Biology, https://bioinformatics.udel.edu/",True,"Center for Bioinformatics and Computational Biology, https://bioinformatics.udel.edu",True,"Center for Bioinformatics and Computational Biology, https://bioinformatics.udel.edu",True
University of Delaware,PhD,Bioinformatics Data Science,农业与自然资源学院,Graduate College,https://grad.udel.edu,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/binf-phd/,1,single_valid_response,Only one valid response,,False,Not found,False,"Graduate College, https://grad.udel.edu",True
Clemson University,PhD,Biomedical Data Science and Informatics,工程，计算机和应用科学学院,School of Computing,https://computing.clemson.edu/,https://www.clemson.edu/degrees/biomedical-data-science-informatics/grad,https://computing.clemson.edu/bdsi/,3,majority_valid_same,2 valid responses are identical,"School of Computing, https://computing.clemson.edu",True,"School of Computing, https://computing.clemson.edu/",True,"School of Computing, https://computing.clemson.edu/",True
Clemson University,MS,Biomedical Data Science and Informatics,工程，计算机和应用科学学院,School of Computing,https://computing.clemson.edu/,https://www.clemson.edu/degrees/biomedical-data-science-informatics/grad,https://computing.clemson.edu/bdsi/,3,majority_valid_same,2 valid responses are identical,"School of Computing, https://computing.clemson.edu",True,"School of Computing, https://computing.clemson.edu/",True,"School of Computing, https://computing.clemson.edu/",True
Marquette University,MS,Criminal Justice Data Analytics ,文理学院,Graduate School,https://www.marquette.edu/grad/,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,3,all_valid_same,All 3 valid responses are identical,"Graduate School, https://www.marquette.edu/grad/",True,"Graduate School, https://www.marquette.edu/grad/",True,"Graduate School, https://www.marquette.edu/grad/",True
Marquette University,MS,Criminal Justice Data Analytics ,文理学院,Graduate School,https://www.marquette.edu/grad/,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,3,all_valid_same,All 3 valid responses are identical,"Graduate School, https://www.marquette.edu/grad/",True,"Graduate School, https://www.marquette.edu/grad/",True,"Graduate School, https://www.marquette.edu/grad/",True
Temple University,PSM,Bioinformatics and Biological Data Science PSM,科学技术学院,College of Science and Technology,https://cst.temple.edu,https://www.temple.edu/academics/degree-programs/bioinformatics-psm-st-binf-psm/how-to-apply,https://www.temple.edu/academics/degree-programs/bioinformatics-psm-st-binf-psm,2,all_valid_same,All 2 valid responses are identical,"College of Science and Technology, https://cst.temple.edu",True,The,False,"College of Science and Technology, https://cst.temple.edu",True
University of Oregon,MS,Education Policy and Leadership,教育学院,College of Education,https://education.uoregon.edu,https://education.uoregon.edu/epol/apply,https://education.uoregon.edu/epol/graduate/ms,3,all_valid_same,All 3 valid responses are identical,"College of Education, https://education.uoregon.edu",True,"College of Education, https://education.uoregon.edu",True,"College of Education, https://education.uoregon.edu",True
Illinois Institute of Technology,M.S.,Master of Science in Biomedical Modeling and Data Science,工程学院,Armour College of Engineering,https://www.iit.edu/academics/colleges/armour-college-engineering,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/master-science-biomedical-modeling-and-data-science,1,single_valid_response,Only one valid response,"Armour College of Engineering, https://www.iit.edu/academics/colleges/armour-college-engineering",True,,False,Not found,False
