大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,所属院系（英文）
"University of Illinois, Urbana-Champaign",MS,MS in Information Management,信息科学学院,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management/apply,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management,
"University of Illinois, Urbana-Champaign",MS,MS in Information Management,信息科学学院,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management/apply,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management,
"University of Illinois, Urbana-Champaign",MS,statistics-analytics,文理学院,https://stat.illinois.edu/admissions/prospective-graduate-students/application-requirements,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,
"University of Illinois, Urbana-Champaign",MS,statistics-analytics,文理学院,https://stat.illinois.edu/admissions/prospective-graduate-students/application-requirements,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,
University of Washington,MS,Data Science - Interdisciplinary Group (MS in Data Science) ,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-R-DATA-00-26,https://www.washington.edu/datasciencemasters/,
University of Washington,PHD,Mathematics (PhD) —Data Science Option,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-30,https://math.washington.edu/graduate-program,
University of Washington,PHD,Statistics (PhD)：ADVANCED DATA SCIENCE (ADS) TRACK,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-00-30,https://stat.uw.edu/academics/graduate/programs/phd,
University of Washington,PHD,Statistics (PhD)-Machine Learning and Big Data,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-00-30,https://stat.uw.edu/academics/graduate/programs/phd,
University of Washington,MS,Statistics - (MS - Advanced Methods & Data Analysis - Fulltime) ,文理学院,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-20-25,https://stat.uw.edu/academics/graduate/programs/fulltimemasters,
"Rutgers University, New Brunswick",M.S.,MS in Information Technology and Analytics,商学院,https://www.business.rutgers.edu/masters-information-technology-analytics/admissions,https://www.business.rutgers.edu/masters-information-technology-analytics,
"Rutgers University, New Brunswick",M.S.,MS in Information Technology and Analytics,商学院,https://www.business.rutgers.edu/masters-information-technology-analytics/admissions,https://www.business.rutgers.edu/masters-information-technology-analytics,
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,
"Rutgers University, New Brunswick",MS,Data Science  ,文理学院,https://msds-stat.rutgers.edu/msds-admissions/msds-adminfo2,https://msds-stat.rutgers.edu/,
"Rutgers University, New Brunswick",MS,Data Science  ,文理学院,https://msds-stat.rutgers.edu/msds-admissions/msds-adminfo2,https://msds-stat.rutgers.edu/,
"Rutgers University, New Brunswick",MBS,Business and Science - Computer and Information Sciences,文理学院,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG8QAI,https://mbs.rutgers.edu/personhybrid-mbs-concentrations,
"Rutgers University, New Brunswick",MBS,Business and Science - Computer and Information Sciences,文理学院,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG9QAI,https://mbs.rutgers.edu/personhybrid-mbs-concentrations,
Tufts University,MS,Data Analytics ,文理学院,https://asegrad.tufts.edu/program/data-analytics-masters,https://as.tufts.edu/dataanalytics/academics/masters-program,
Tufts University,MS,Data Science ,工程学院,https://asegrad.tufts.edu/program/data-science-masters,https://engineering.tufts.edu/datascience/academics/ms-data-science,
Tufts University,MS,Data Science ,工程学院,https://asegrad.tufts.edu/program/data-science-masters,https://engineering.tufts.edu/datascience/academics/ms-data-science,
Boston University,MS,Computer Science ：data-centric computing.,艺术与科学学院,https://www.bu.edu/cs/masters/admissions/,https://www.bu.edu/cs/masters/program/cs/,
Boston University,MS, Master of Science in Statistical Practice,艺术与科学学院,https://www.bu.edu/mssp/admission/,https://www.bu.edu/mssp/,
Boston University,MS,Data Analytics,工程学院,https://www.bu.edu/eng/admissions/graduate/graduate-admissions/application-deadlines-requirements/,https://www.bu.edu/eng/academics/explore-degree-programs/masters-degree-specializations/,
Boston University,PHD, PhD program in Computing & Data Sciences,计算与数据科学学院,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/,
Boston University,M.S.,MS in Data Science (MSDS),计算与数据科学学院,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/msds-admissions-requirements/,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/,
Boston University,MS,MS in Applied Data Analytics,Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-applied-data-analytics/,
Boston University,MS,"MS in Computer Information Systems, Data Analytics Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-data-analytics/,
Boston University,MS,"MS in Computer Information Systems, Database Management & Business Intelligence Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-database-management-business-intelligence/,
Boston University,MS,"MS in Computer Science, Data Analytics Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-science-data-analytics/,
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,
"University of Maryland, College Park",MPS,Data Science ,计算机、数学与自然科学学院,https://gradschool.umd.edu/computermathematicalnatural-sciences/sads,https://cmns.umd.edu/graduate/science-academy/data-science/masters,
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,
"Texas A&M University, College Station",MS,MS IN STATISTICAL DATA SCIENCE,文理学院,https://stat.tamu.edu/ms-statistics/statistics-ms-admissions/,https://artsci.tamu.edu/statistics/academics/graduate/index.html,
"Texas A&M University, College Station",MS,Master of Science in Data Science,文理学院,https://tamids.tamu.edu/academic-degrees/msds/admission-and-tuition/,https://tamids.tamu.edu/academic-degrees/msds/,
Virginia Tech,MS,ata Analysis + Applied Statistics,理学院,https://www.stat.vt.edu/academics/graduate/graduate-admissions.html,https://www.stat.vt.edu/academics/graduate/daas-blacksburg.html,
Lehigh University,MS,"M.S., Data Science",工程与应用科学学院,https://engineering.lehigh.edu/datascience/academics/admissions-ms-data-science-program,https://engineering.lehigh.edu/datascience/academics/masters-science,
University of Rochester,MS,Data Science,文理学院,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms.html,
University of Rochester,MS,MS in Data Science—Genomics Track,文理学院,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms-genomics.html,
University of Georgia,MS,MS in Data Science,文理学院,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,
University of Georgia,MS,MS in Data Science,文理学院,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,
University of Georgia,MS,MS in Data Science,文理学院,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,
Northeastern University（Boston）,MS,Align DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://www.khoury.northeastern.edu/programs/align-masters-of-science-in-data-science/,
Northeastern University（Boston）,MS,Align DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://www.khoury.northeastern.edu/programs/align-masters-of-science-in-data-science/,
Northeastern University（Boston）,MS,DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/masters-apply/,https://www.khoury.northeastern.edu/programs/data-science-ms/,
Northeastern University（Boston）,MS,DATA SCIENCE,计算机科学学院,https://www.khoury.northeastern.edu/apply/masters-apply/,https://www.khoury.northeastern.edu/programs/data-science-ms/,
Northeastern University（Boston）,MS,Master of Science in Data Analytics Engineering,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://mie.northeastern.edu/academics/graduate-studies/ms-daae/,
Northeastern University（Boston）,MS,Master of Science in Data Analytics Engineering,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://mie.northeastern.edu/academics/graduate-studies/ms-daae/,
Northeastern University（Boston）,MS,Master of Science in Data Architecture and Management,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://coe.northeastern.edu/academics-experiential-learning/academic-departments/mgen/ms-daam/,
Northeastern University（Boston）,MS,Master of Science in Data Architecture and Management,工程学院,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://coe.northeastern.edu/academics-experiential-learning/academic-departments/mgen/ms-daam/,
Northeastern University（Boston）,MS,Applied Math,科学学院,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,
Northeastern University（Boston）,MS,Applied Math,科学学院,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,
Northeastern University（Boston）,MPS,Analytics — Boston,专业研究学院,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-boston/,
Northeastern University ,MS,Master of Professional Studies in Analytics,东北大学（弗吉尼亚州阿灵顿）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://arlington.northeastern.edu/programs/analytics/,
Northeastern University ,MPS,Analytics — Oakland,东北大学（奥克兰校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://oakland.northeastern.edu/programs/master-of-professional-studies-in-analytics/,
Northeastern University ,MPS,Analytics — Portland,东北大学（波特兰校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://roux.northeastern.edu/programs/master-of-professional-studies-in-analytics-portland-2/,
Northeastern University ,MS,Align DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-align-portland/,
Northeastern University ,MS,Align DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-align-portland/,
Northeastern University ,MS,DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-portland/,
Northeastern University ,MS,DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-portland/,
Northeastern University ,MS,Analytics — Silicon Valley,东北大学（硅谷校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://siliconvalley.northeastern.edu/academic_program/master-professional-studies-analytics/,
Northeastern University ,MS,Align DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://siliconvalley.northeastern.edu/academic_program/align-masters-of-science-in-data-science/,
Northeastern University ,MS,Align DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://siliconvalley.northeastern.edu/academic_program/align-masters-of-science-in-data-science/,
Northeastern University ,MS,DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,
Northeastern University ,MS,DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,
Northeastern University ,MS,Analytics  ,东北大学（西雅图校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-silicon-valley/,
Northeastern University ,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,
Northeastern University ,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,
Northeastern University ,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,
Northeastern University ,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,
Northeastern University ,MS,Analytics ,东北大学（西雅图校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://seattle.northeastern.edu/academic_program/master-professional-studies-analytics/,
Northeastern University（Toronto）,MS,Analytics — Toronto,东北大学（加拿大多伦多校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://toronto.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,
Northeastern University（Vancouver）,MS,Analytics — Vancouver,东北大学（加拿大温哥华校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,
Northeastern University（Boston）,硕士预科项目,Analytics（College of Professional Studies）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/analytics/,
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,
Florida State University,PHD,Data Science,文理学院,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,
Florida State University,MS,Data Science,文理学院,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,
Florida State University,MS,Statistical Data Science ,文理学院,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,
Florida State University,MS,Statistical Data Science ,文理学院,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,
"University of Minnesota, Twin Cities",MS,Data Science M.S.,理工学院,https://cse.umn.edu/datascience/graduate-admission-requirements,https://cse.umn.edu/datascience/masters,
"University of Minnesota, Twin Cities",MS,M.S. in Data Science in Operations Research,理工学院,https://cse.umn.edu/isye/apply-ms-data-science-operations-research-program,https://cse.umn.edu/isye/ms-data-science-operations-research,
"University of Minnesota, Twin Cities",MS,M.S. in Industrial and Systems Engineering (Analytics Track),理工学院,https://cse.umn.edu/isye/apply-ms-analytics,https://cse.umn.edu/isye/analytics,
"University of Minnesota, Twin Cities",MS,MS Mathematics: Data Science,理工学院,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,
College of William & Mary,MS,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,
College of William & Mary,MS,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,
University of Connecticut,M.S.,Data Science,文理学院,https://masters.datascience.uconn.edu/apply/,https://masters.datascience.uconn.edu/on-campus-masters-in-data-science/,
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,
"North Carolina State University, Raleigh",MCS, Computer Science- Data Science,工程学院,https://www.csc.ncsu.edu/academics/graduate/procedure.php,https://www.csc.ncsu.edu/academics/graduate/degrees/ds.php,
"North Carolina State University, Raleigh",MS,Advanced Analytics,研究生院,https://analytics.ncsu.edu/?page_id=13892,https://analytics.ncsu.edu/,
"Pennsylvania State University, University Park",MS,Informatics(Data Sciences),信息科学与技术学院,https://ist.psu.edu/prospective/graduate/application/ms,https://ist.psu.edu/prospective/graduate/ms-informatics,
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,
Michigan State University,MS,MASTER'S IN BUSINESS DATA SCIENCE & ANALYTICS,商学院,https://broad.msu.edu/masters/business-data-science-analytics/admissions/,https://broad.msu.edu/masters/business-data-science-analytics/,
Michigan State University,MS,Master of Science  in Data Science,自然科学学院,https://msds.msu.edu/prospective-students.aspx,https://msds.msu.edu/,
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,
University of Miami,MS, Master of Science in Data Science,文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,
University of Miami,MS, Master of Science in Data Science：Technical Data Science (College of Arts & Sciences and College of Engineering),文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,
